firm_ident,return,beta,year
69,0.02107004728833434,1.0946690925269909,1996
70,-0.004812733894181687,1.1341091329902098,1996
71,0.0062667362498337684,1.4273342091789787,1996
72,0.0011049525964936316,0.8842574639996288,1996
73,0.01449012779840637,1.2133792356774922,1996
74,0.004054167020742027,1.1287488096596532,1996
75,-0.004812733894181687,1.221273656572704,1996
76,-0.02272850471689597,1.1144629928464145,1996
77,0.010016868672378762,,1996
78,,0.9209890174788723,1996
79,-0.006325319535383839,0.9406523031713667,1996
80,-0.004812733894181687,1.16556744597813,1996
81,-0.004812733894181687,1.0625112719932652,1996
82,-0.004812733894181687,0.6801992912587396,1996
83,0.011603842367195204,1.1341091329902098,1996
84,-0.004812733894181687,1.24890816342492,1996
85,-0.004812733894181687,0.8738034580745864,1996
86,-0.004812733894181687,1.5010501405523617,1996
87,-0.022641604790376902,0.9699753884923841,1996
88,0.009883448091217042,1.0946690925269909,1996
89,-0.004812733894181687,1.2756634940683207,1996
90,0.0320022772015065,1.2350731523417664,1996
91,-0.004812733894181687,0.9045743146848091,1996
92,,1.2350731523417664,1996
93,-0.004812733894181687,1.025072642477133,1996
94,-0.004812733894181687,0.6801992912587396,1996
95,0.005085405800587205,1.2621462309617462,1996
96,-0.004812733894181687,1.2073848589413954,1996
97,-0.004812733894181687,0.8933859611266202,1996
98,0.019577831659490518,1.2957825710409003,1996
99,-0.023323989974601823,1.16556744597813,1996
100,-0.004812733894181687,0.9045743146848091,1996
101,-0.01329367644578,1.0541003539241138,1996
102,-0.004812733894181687,0.8842574639996288,1996
103,-0.003532802688591511,1.0741558710594443,1996
104,,1.5072961541678396,1996
105,-0.004812733894181687,0.9290595234650245,1996
106,,0.9673017045907952,1996
107,-0.004812733894181687,1.197907366512209,1996
108,0.013355539832066953,1.2449285414567122,1996
109,-0.0029336870379167946,0.8842574639996288,1996
110,-0.004812733894181687,1.0741558710594443,1996
111,-0.010027658481475885,0.8915098471414705,1996
112,-0.004812733894181687,1.210918246830329,1996
113,0.00943978447250772,0.9231266432778833,1996
114,0.010362335855036256,0.9045743146848091,1996
115,,0.9974197843003738,1996
116,-0.004812733894181687,1.2340086063356308,1996
117,,1.3242952419099758,1996
118,0.02751899051940007,0.9406523031713667,1996
119,-0.019034846813255686,1.308472491904594,1996
120,,1.0641825019847821,1996
121,-0.004812733894181687,1.210918246830329,1996
122,-0.004812733894181687,,1996
123,0.0006424866735099295,0.9290595234650245,1996
124,0.053470865956760295,1.4127765860576342,1996
125,-0.004812733894181687,1.1702694962117632,1996
126,-0.004812733894181687,0.9974197843003738,1996
127,0.015253881641386573,1.2449285414567122,1996
128,0.045816409292363434,1.0717416058684974,1996
129,-0.004812733894181687,1.288717282187259,1996
130,0.005562696806116305,0.9690706464688559,1996
131,0.0070565008434787056,1.1944548965703012,1996
132,-0.004812733894181687,1.0717416058684974,1996
133,-0.016532094456536285,,1996
134,0.0020712584513491346,1.0541003539241138,1996
135,0.0031664744509144957,1.2449285414567122,1996
136,-0.004812733894181687,0.9776684349031596,1996
137,0.011159137027811513,1.3167187367911253,1996
138,-0.004812733894181687,1.2133792356774922,1996
139,0.048831899314980415,1.1630171447657416,1996
140,0.03248278051616961,1.044047301660304,1996
141,0.01857459112864457,1.012282597297617,1996
142,0.039096486293134225,1.2449285414567122,1996
143,-0.004812733894181687,1.2237136555709798,1996
144,0.01554549143543385,1.308472491904594,1996
145,-0.01780720001869198,1.022627871704658,1996
146,0.01608182745548012,0.8933859611266202,1996
147,0.01668295062734297,0.6608706102759921,1996
148,0.043359493399265814,1.3775751948397033,1996
149,-0.004812733894181687,1.3167187367911253,1996
150,-0.010986182600043509,0.8618640332632588,1996
151,0.04310643453149493,0.7589876673715201,1996
152,0.1020672673427704,1.1164190293338494,1996
153,0.015852149340331013,1.2133792356774922,1996
154,-0.004812733894181687,1.2957825710409003,1996
155,-0.004812733894181687,0.9690706464688559,1996
156,,1.2350731523417664,1996
157,0.010897647748590825,1.238362373352242,1996
158,0.0540441946127912,1.0646459536676776,1996
159,,1.238362373352242,1996
160,-0.004812733894181687,1.2737147289513104,1996
161,-0.000448159160260188,1.0646459536676776,1996
162,-0.004812733894181687,0.8618640332632588,1996
163,-0.004812733894181687,,1996
164,-0.03119169694977486,1.012282597297617,1996
165,-0.0009334107056974713,0.9789043394414726,1996
166,0.0212401878637114,0.8618640332632588,1996
167,,1.5010501405523617,1996
168,-0.0152296556841853,1.1702694962117632,1996
169,0.005568331693464226,1.0741558710594443,1996
170,-0.004812733894181687,0.8618640332632588,1996
171,-0.004812733894181687,1.0717416058684974,1996
172,0.016131789343599715,1.2756634940683207,1996
173,-0.004812733894181687,1.3242952419099758,1996
174,0.006252699615637949,1.2736228060533759,1996
175,,,1996
176,,1.238362373352242,1996
177,-0.004812733894181687,1.2756634940683207,1996
178,-0.004812733894181687,0.8898907932028579,1996
179,-0.0009377276401086264,1.0717416058684974,1996
180,-0.004812733894181687,1.4127765860576342,1996
181,-0.03697098179113379,1.2582917994140184,1996
182,-0.049048642803658234,1.2582917994140184,1996
183,0.03935374846211486,1.210918246830329,1996
184,-0.004812733894181687,1.1702694962117632,1996
185,-0.004812733894181687,1.1702694962117632,1996
186,-0.004812733894181687,0.8885087892753539,1996
187,0.023275702553625807,1.3642354527412894,1996
188,-0.004812733894181687,0.8339838973120851,1996
189,,,1996
190,-0.036979658855678964,1.3642354527412894,1996
191,-0.004812733894181687,1.238362373352242,1996
192,0.00782958186037657,1.0946690925269909,1996
193,0.01763104089873273,1.025072642477133,1996
194,-0.024042000774903233,1.308472491904594,1996
195,0.053294510074469066,,1996
196,0.005986965627461706,1.4273342091789787,1996
197,-0.004812733894181687,0.8892846612131108,1996
198,,1.012282597297617,1996
199,0.012270565784909062,1.538940421944597,1996
200,-0.0019744490858068214,0.8667017472230045,1996
201,-0.004812733894181687,1.5072961541678396,1996
202,0.025060958333422794,1.2756634940683207,1996
203,-0.00705077335072166,1.0646459536676776,1996
204,0.010049426890125676,1.24890816342492,1996
205,-0.004812733894181687,0.8722255258129774,1996
206,-0.004812733894181687,0.8738034580745864,1996
207,-0.004812733894181687,0.8885087892753539,1996
208,0.0019594961983186235,1.3167187367911253,1996
209,-0.13363897050591625,1.4067898765492122,1996
210,-0.004812733894181687,1.238362373352242,1996
211,0.015027740003155186,1.0717416058684974,1996
212,0.013954773333236605,1.044047301660304,1996
213,,1.3642354527412894,1996
214,-0.004812733894181687,0.8339838973120851,1996
215,,1.3797321509575102,1996
216,-0.016681816302779477,0.9141168546843108,1996
217,-0.004812733894181687,1.0164661287022916,1996
218,,,1996
219,-0.004812733894181687,1.2756634940683207,1996
220,-0.004812733894181687,1.1164190293338494,1996
221,,0.9045743146848091,1996
222,-0.0014215296948171963,1.2614596581200468,1996
223,-0.004812733894181687,1.3642354527412894,1996
224,-0.009714694678495414,1.238362373352242,1996
225,-0.004812733894181687,0.9942804317418072,1996
226,-0.004812733894181687,0.9699753884923841,1996
227,,,1996
228,-0.004812733894181687,1.1341091329902098,1996
229,-0.004812733894181687,1.4067898765492122,1996
230,-0.004812733894181687,1.221273656572704,1996
231,0.035979891910869984,1.221273656572704,1996
232,0.040548344730437356,1.0816319131258358,1996
233,0.009665299303494987,0.8512587864312897,1996
234,-0.004812733894181687,1.2237136555709798,1996
235,-0.004812733894181687,0.8512587864312897,1996
236,,0.9638791587792073,1996
237,0.013094782221435706,0.9776684349031596,1996
238,-0.004812733894181687,0.8738034580745864,1996
239,,1.025072642477133,1996
240,0.03564735932963901,1.2449285414567122,1996
241,-0.004812733894181687,0.9974197843003738,1996
242,-0.004812733894181687,1.338377666430883,1996
243,-0.004812733894181687,1.1287488096596532,1996
244,0.020800051678913505,1.024446325775347,1996
245,-0.05279524189659227,1.2237136555709798,1996
246,,1.0641825019847821,1996
247,0.022951006318492822,0.7715530159336539,1996
248,-0.004812733894181687,0.9045743146848091,1996
249,-0.004812733894181687,1.012282597297617,1996
250,-0.004812733894181687,1.2350731523417664,1996
251,0.043455091420229325,0.7715530159336539,1996
252,-0.004812733894181687,1.0541003539241138,1996
253,-0.004812733894181687,0.8898907932028579,1996
254,,0.9638791587792073,1996
255,0.03586557042639837,1.221273656572704,1996
256,-0.004812733894181687,1.197907366512209,1996
257,-0.004812733894181687,0.7715530159336539,1996
258,-0.004812733894181687,1.611615159943478,1996
259,-0.004812733894181687,1.611615159943478,1996
260,-0.004812733894181687,1.538940421944597,1996
261,0.007368138679627765,1.338377666430883,1996
262,-0.004812733894181687,0.8618640332632588,1996
263,-0.004812733894181687,1.2621462309617462,1996
264,0.026433981068840068,1.0717416058684974,1996
265,0.03599637379844845,1.0641825019847821,1996
266,-0.004812733894181687,1.24890816342492,1996
267,-0.03556215463542681,0.9979964792121888,1996
268,-0.004812733894181687,0.8722255258129774,1996
269,-0.004812733894181687,1.2957825710409003,1996
270,-0.004812733894181687,1.0646459536676776,1996
271,-0.004812733894181687,1.5072961541678396,1996
272,-0.004812733894181687,1.197907366512209,1996
273,-0.004812733894181687,0.9699753884923841,1996
274,-0.012341115770322712,1.022627871704658,1996
275,0.030366317365803176,0.9673017045907952,1996
276,-0.004812733894181687,0.9699753884923841,1996
277,-0.009453212226205661,1.4067898765492122,1996
278,0.020587860067138156,1.3797321509575102,1996
279,0.0018954046844177836,1.0541003539241138,1996
280,0.01032161586923188,1.197907366512209,1996
281,,1.2621462309617462,1996
282,0.0338684829874775,1.1696197253641727,1996
283,-0.016338666319256477,1.5829830251122663,1996
284,0.003314886964500505,1.611615159943478,1996
285,-0.004812733894181687,0.9699753884923841,1996
286,0.012766727846601617,1.197907366512209,1996
287,-0.004812733894181687,1.288717282187259,1996
288,,1.0946690925269909,1996
289,,1.0946690925269909,1996
290,-0.004812733894181687,1.2957825710409003,1996
291,-0.004812733894181687,0.9699753884923841,1996
292,-0.004812733894181687,1.5829830251122663,1996
293,-0.004812733894181687,1.308472491904594,1996
294,-0.004812733894181687,1.538940421944597,1996
295,-0.004812733894181687,0.9406523031713667,1996
296,-0.011752763475203692,0.8618640332632588,1996
297,-0.004812733894181687,1.022627871704658,1996
298,-0.004812733894181687,0.9776684349031596,1996
299,-0.004812733894181687,1.024446325775347,1996
300,,0.7422666135473089,1996
301,0.005965362332533369,0.9942804317418072,1996
302,-0.004812733894181687,0.9789043394414726,1996
303,-0.05374829680002433,1.2340086063356308,1996
304,-0.008095915538845535,1.0164661287022916,1996
305,-0.004812733894181687,1.0741558710594443,1996
306,-0.004812733894181687,1.1944548965703012,1996
307,0.00020592346700531224,1.2736228060533759,1996
308,0.007913868016590997,0.9638791587792073,1996
309,-0.004812733894181687,0.8933859611266202,1996
310,,1.1144629928464145,1996
311,-0.004812733894181687,0.839096619790703,1996
312,-0.004812733894181687,0.9461368895516683,1996
313,,0.8933859611266202,1996
314,-0.004812733894181687,0.8892846612131108,1996
315,-0.004812733894181687,1.024446325775347,1996
316,0.0004431189472798658,0.9406523031713667,1996
317,-0.004812733894181687,,1996
318,0.004383613188108293,0.9974197843003738,1996
319,-0.004812733894181687,1.1287488096596532,1996
320,-0.002324737741961357,0.828590273056159,1996
321,-0.009953455831172603,1.538940421944597,1996
322,-0.004812733894181687,0.9789043394414726,1996
323,-0.004812733894181687,1.2957825710409003,1996
324,-0.004812733894181687,0.9776684349031596,1996
325,0.02482441172819937,1.538940421944597,1996
326,-0.004812733894181687,0.8618640332632588,1996
327,-0.004812733894181687,0.8885087892753539,1996
328,-0.004812733894181687,1.012282597297617,1996
329,-0.004812733894181687,0.7589876673715201,1996
330,-0.004812733894181687,1.2831139824772206,1996
331,0.027321088910238718,0.7422666135473089,1996
332,-0.004812733894181687,0.8933859611266202,1996
333,-0.004812733894181687,1.16556744597813,1996
334,-0.004812733894181687,1.0541003539241138,1996
335,-0.004812733894181687,1.0717416058684974,1996
336,-0.004812733894181687,1.4127765860576342,1996
337,-0.004812733894181687,1.3642354527412894,1996
338,-0.004812733894181687,1.0625112719932652,1996
339,-0.004812733894181687,1.1630171447657416,1996
340,,,1996
341,-0.004812733894181687,0.9942804317418072,1996
342,-0.004812733894181687,0.8898907932028579,1996
343,-0.004812733894181687,1.338377666430883,1996
344,0.012724165671476304,1.2614596581200468,1996
345,-0.004812733894181687,1.308472491904594,1996
346,-0.004812733894181687,0.8892846612131108,1996
347,0.013424463869089645,1.2831139824772206,1996
348,-0.004812733894181687,0.9673017045907952,1996
349,-0.004812733894181687,0.9209890174788723,1996
350,0.01734445952090954,,1996
351,0.03541860818588316,1.288717282187259,1996
352,-0.07910296607007142,1.2831139824772206,1996
353,-0.00879432876830281,1.0625112719932652,1996
354,0.02131587380215245,1.1341091329902098,1996
355,-0.004812733894181687,1.4273342091789787,1996
356,0.009245621173342843,1.0816319131258358,1996
357,-0.01778730337865357,1.2449285414567122,1996
358,-0.004812733894181687,1.5072961541678396,1996
359,0.01645993866000473,1.3775751948397033,1996
360,-0.004812733894181687,1.2614596581200468,1996
361,-0.004812733894181687,1.2756634940683207,1996
362,-0.004812733894181687,0.8885087892753539,1996
363,0.0319521800349141,0.8892846612131108,1996
364,-0.004812733894181687,1.538940421944597,1996
365,-0.004812733894181687,0.8667017472230045,1996
366,0.03100279065331802,,1996
367,,0.828590273056159,1996
368,-0.004812733894181687,1.2449285414567122,1996
369,-0.04639566049676538,1.1341091329902098,1996
370,-0.004812733894181687,1.5055174420288928,1996
371,-0.004812733894181687,1.2237136555709798,1996
372,,,1996
373,-0.004812733894181687,1.0717416058684974,1996
374,-0.004812733894181687,1.24890816342492,1996
375,-0.004812733894181687,1.1944548965703012,1996
376,-0.004812733894181687,1.1696197253641727,1996
377,-0.004812733894181687,1.2736228060533759,1996
378,-0.004812733894181687,0.7422666135473089,1996
379,-0.004812733894181687,1.0946690925269909,1996
380,0.0038660362205053655,1.5829830251122663,1996
381,-0.004812733894181687,1.210918246830329,1996
382,-0.004812733894181687,1.2340086063356308,1996
383,0.00720936710514925,1.538940421944597,1996
384,0.026677347652496915,0.8885087892753539,1996
385,0.012707585464210684,1.025072642477133,1996
386,-0.004812733894181687,0.8885087892753539,1996
387,-0.024110711548600543,1.2340086063356308,1996
388,0.01918596125770249,1.1287488096596532,1996
389,-0.004812733894181687,0.9776684349031596,1996
390,-0.004812733894181687,0.7589876673715201,1996
391,0.043866228049436844,1.2350731523417664,1996
392,0.053358192562945966,0.9290595234650245,1996
393,-0.004812733894181687,1.044047301660304,1996
394,-0.004812733894181687,1.044047301660304,1996
395,-0.004812733894181687,1.2133792356774922,1996
396,0.02287468044184313,1.044047301660304,1996
397,-0.09902611503822319,1.022627871704658,1996
398,,0.9461368895516683,1996
399,-0.044915343796165234,1.2614596581200468,1996
400,0.12046486928921532,0.9081575587341705,1996
401,-0.004812733894181687,1.0164661287022916,1996
402,-0.004812733894181687,1.2340086063356308,1996
403,-0.041399327448352306,1.288717282187259,1996
404,-0.004812733894181687,0.8667017472230045,1996
405,-0.004812733894181687,1.3167187367911253,1996
406,-0.008122518128503039,1.2237136555709798,1996
407,-0.004812733894181687,1.611615159943478,1996
408,-0.004812733894181687,0.9461368895516683,1996
409,,0.9231266432778833,1996
410,0.004603328965704735,1.2831139824772206,1996
411,-0.004812733894181687,0.8915098471414705,1996
412,-0.004812733894181687,0.9081575587341705,1996
413,-0.01682136550883536,1.1567610217994901,1996
414,,0.6608706102759921,1996
415,-0.0017713713353468183,1.022627871704658,1996
416,-0.0028047864646180303,0.8738034580745864,1996
417,-0.004812733894181687,1.1696197253641727,1996
418,-0.4333841624656103,,1996
419,-0.004812733894181687,1.1696197253641727,1996
420,-0.006806971693429748,1.1328146174803684,1996
421,0.013845551840555793,1.2737147289513104,1996
422,-0.024551310042542584,,1996
423,-0.004812733894181687,0.8898907932028579,1996
424,-0.004812733894181687,,1996
425,-0.004812733894181687,1.2621462309617462,1996
426,0.009095676806868716,0.9789043394414726,1996
427,0.012602513397070896,1.4127765860576342,1996
428,-0.004812733894181687,1.3797321509575102,1996
429,-0.004812733894181687,0.853476048127165,1996
430,0.011906808875047643,1.2736228060533759,1996
431,,0.828590273056159,1996
432,,1.2831139824772206,1996
433,,1.0816319131258358,1996
434,-0.004812733894181687,1.1696197253641727,1996
435,,1.2350731523417664,1996
436,-0.004812733894181687,0.8339838973120851,1996
437,-0.004812733894181687,0.8892846612131108,1996
438,-0.010949800509495653,1.16556744597813,1996
439,0.02231076501645435,1.1944548965703012,1996
440,-0.08453476590312403,0.7715530159336539,1996
441,0.003973282883745828,1.4273342091789787,1996
442,-0.004812733894181687,1.0816319131258358,1996
443,-0.004812733894181687,1.538940421944597,1996
444,-0.004812733894181687,1.0625112719932652,1996
445,-0.004812733894181687,0.8933859611266202,1996
446,0.009237161005336758,1.1164190293338494,1996
447,0.006814369183721317,1.538940421944597,1996
448,,1.3242952419099758,1996
449,-0.004812733894181687,1.1630171447657416,1996
450,-0.004812733894181687,1.1567610217994901,1996
451,0.02589083975924311,0.8618640332632588,1996
452,-0.00375890567275064,0.8898907932028579,1996
453,-0.004812733894181687,,1996
454,-0.004812733894181687,1.3642354527412894,1996
455,0.022697404113681274,1.2582917994140184,1996
456,0.05580831146453052,,1996
457,-0.004812733894181687,1.3775751948397033,1996
458,0.04509474829531593,1.1328146174803684,1996
459,-0.004812733894181687,1.2736228060533759,1996
460,-0.004812733894181687,0.9141168546843108,1996
461,0.0089651242428335,1.2073848589413954,1996
462,-0.008804498370043955,0.8339838973120851,1996
463,,,1996
464,0.030179435756311566,1.308472491904594,1996
465,-0.004812733894181687,0.9290595234650245,1996
466,0.0338684829874775,1.1696197253641727,1996
467,-0.028611319584323103,0.9789043394414726,1996
468,0.0014042011551694093,0.9406523031713667,1996
469,-0.004812733894181687,1.0946690925269909,1996
470,-0.004812733894181687,1.2957825710409003,1996
471,-0.003936923509350438,0.8618640332632588,1996
472,-0.004812733894181687,1.2237136555709798,1996
473,-0.004812733894181687,1.5829830251122663,1996
474,-0.004812733894181687,1.1341091329902098,1996
475,-0.004812733894181687,1.288717282187259,1996
476,-0.004812733894181687,1.5072961541678396,1996
477,-0.004812733894181687,0.8339838973120851,1996
478,-0.010115506841704671,0.8842574639996288,1996
479,0.0030602474032230334,0.9045743146848091,1996
480,0.032540202826632746,0.8915098471414705,1996
481,-0.004812733894181687,0.9141168546843108,1996
482,-0.024309529403481463,0.9461368895516683,1996
483,0.007606120695946324,1.0625112719932652,1996
484,0.07735248082179409,0.9690706464688559,1996
485,-0.009201052766113493,1.1944548965703012,1996
486,0.021688087618814467,1.2736228060533759,1996
487,-0.004812733894181687,0.7715530159336539,1996
488,-0.004812733894181687,1.1696197253641727,1996
489,0.001309582799403376,0.9979964792121888,1996
490,-0.00051694918366583,1.2340086063356308,1996
491,0.005106979378257166,0.9979964792121888,1996
492,-0.03412844153573519,1.1328146174803684,1996
493,-0.004812733894181687,1.3797321509575102,1996
494,,,1996
495,-0.004812733894181687,1.2621462309617462,1996
496,0.04138427348963397,0.9638791587792073,1996
497,,0.9690706464688559,1996
498,-0.0039875003768473265,1.044047301660304,1996
499,-0.004812733894181687,1.2756634940683207,1996
500,-0.004812733894181687,0.9045743146848091,1996
501,-0.0014260197713281872,,1996
502,-0.02262930029248902,1.24890816342492,1996
503,-0.004812733894181687,1.3642354527412894,1996
504,-0.004812733894181687,0.9045743146848091,1996
505,-0.004812733894181687,1.4067898765492122,1996
506,-0.004812733894181687,1.5055174420288928,1996
507,-0.004812733894181687,0.9045743146848091,1996
508,-0.05722583214130487,1.2582917994140184,1996
509,-0.004812733894181687,1.1630171447657416,1996
510,-0.004812733894181687,0.8738034580745864,1996
511,0.05198694175805965,,1996
512,-0.004812733894181687,1.221273656572704,1996
513,,1.3797321509575102,1996
514,-0.004812733894181687,0.9081575587341705,1996
515,-0.006496249375259206,1.5010501405523617,1996
516,-0.004812733894181687,1.221273656572704,1996
517,-0.004812733894181687,1.0816319131258358,1996
518,-0.004812733894181687,1.4273342091789787,1996
519,-0.004812733894181687,0.8339838973120851,1996
520,-0.004812733894181687,1.2831139824772206,1996
521,0.01753858325563806,1.5055174420288928,1996
522,0.00011514224963919944,1.2449285414567122,1996
523,-0.004812733894181687,1.3797321509575102,1996
524,-0.004812733894181687,0.8512587864312897,1996
525,-0.009175521851626334,1.2582917994140184,1996
526,-0.004812733894181687,1.611615159943478,1996
527,-0.004812733894181687,1.2614596581200468,1996
528,-0.004812733894181687,1.012282597297617,1996
529,0.007594967932031044,1.4384879689682055,1996
530,0.0012617830317223242,0.9789043394414726,1996
531,-0.004812733894181687,0.8898907932028579,1996
532,0.015911282436307423,1.0646459536676776,1996
533,-0.004812733894181687,0.8898907932028579,1996
534,0.10384944650629098,0.7422666135473089,1996
535,0.010524041315852085,0.8618640332632588,1996
536,-0.004812733894181687,0.9141168546843108,1996
537,-0.004812733894181687,,1996
538,-0.004812733894181687,1.2350731523417664,1996
539,-0.004812733894181687,1.5055174420288928,1996
540,-0.004812733894181687,1.4273342091789787,1996
541,-0.004812733894181687,1.611615159943478,1996
542,-0.004812733894181687,,1996
543,,,1996
544,0.03078168160752459,1.2756634940683207,1996
545,0.007602960903049558,1.5055174420288928,1996
546,-0.004812733894181687,1.3775751948397033,1996
547,0.013186774360945463,0.7422666135473089,1996
548,,0.8722255258129774,1996
549,-0.004812733894181687,0.839096619790703,1996
550,-0.0038353066504269737,0.9690706464688559,1996
551,0.17364781344081345,0.9979964792121888,1996
552,,1.1567610217994901,1996
553,-0.006542447516998964,0.8738034580745864,1996
554,-0.004812733894181687,1.3242952419099758,1996
555,-0.004812733894181687,1.210918246830329,1996
556,,1.1144629928464145,1996
557,0.010383545174789005,1.1328146174803684,1996
558,-9.95111493074614e-05,1.2737147289513104,1996
559,0.02249609404628339,1.1328146174803684,1996
560,0.011450324269185037,0.7422666135473089,1996
561,-0.014331183199402043,1.338377666430883,1996
562,,0.8915098471414705,1996
563,-0.0016076067490178414,0.9045743146848091,1996
564,-0.0077883934680707985,0.8933859611266202,1996
565,-0.004812733894181687,1.0946690925269909,1996
566,0.018537083010221334,1.2449285414567122,1996
567,-0.03195651384140309,1.16556744597813,1996
568,-0.004812733894181687,1.4127765860576342,1996
569,-0.004812733894181687,1.221273656572704,1996
570,-0.004812733894181687,1.2737147289513104,1996
571,-0.004812733894181687,0.9081575587341705,1996
572,,1.0625112719932652,1996
573,-0.004812733894181687,0.8885087892753539,1996
574,-0.004812733894181687,1.2756634940683207,1996
575,0.009161689972879123,1.5829830251122663,1996
576,-0.004812733894181687,0.9141168546843108,1996
577,-0.0008685533570986894,,1996
578,0.03515536696294192,0.9638791587792073,1996
579,-0.04545857684135988,1.2737147289513104,1996
580,-0.002705894093034086,0.9231266432778833,1996
581,-0.004812733894181687,1.2340086063356308,1996
582,0.018372343436716992,1.025072642477133,1996
583,0.005856471860568549,1.2614596581200468,1996
584,0.030185880340069762,1.0164661287022916,1996
585,-0.004812733894181687,1.4067898765492122,1996
586,-0.01353108714296238,0.9699753884923841,1996
587,-0.018805296099835382,1.1567610217994901,1996
588,,,1996
589,-0.004812733894181687,1.308472491904594,1996
590,-0.011231997898531364,1.1287488096596532,1996
591,0.006328153744760609,0.9673017045907952,1996
592,,1.2133792356774922,1996
593,-0.028544359692835596,1.142163156678848,1996
594,-0.004812733894181687,0.9141168546843108,1996
595,-0.004812733894181687,1.1144629928464145,1996
596,,,1996
597,-0.004812733894181687,1.210918246830329,1996
598,-0.004812733894181687,1.4067898765492122,1996
599,-0.004812733894181687,1.0741558710594443,1996
600,0.03559598876348415,1.1567610217994901,1996
601,-0.004812733894181687,1.1164190293338494,1996
602,-0.5048127338941817,1.0741558710594443,1996
603,-0.004812733894181687,1.142163156678848,1996
604,0.015201337692815578,1.3167187367911253,1996
605,0.012338117543871471,1.5010501405523617,1996
606,,1.1328146174803684,1996
607,-0.004812733894181687,1.3242952419099758,1996
608,-0.004812733894181687,1.025072642477133,1996
609,-0.004812733894181687,1.197907366512209,1996
610,-0.031317104532092396,1.5010501405523617,1996
611,0.027212687477604074,0.9406523031713667,1996
612,-0.004812733894181687,1.24890816342492,1996
613,-0.004812733894181687,1.2582917994140184,1996
614,,0.8842574639996288,1996
615,-0.004812733894181687,1.3167187367911253,1996
616,-0.05932969134557939,0.8512587864312897,1996
617,-0.004812733894181687,1.4384879689682055,1996
618,-0.004812733894181687,0.9699753884923841,1996
619,-0.004812733894181687,0.9290595234650245,1996
620,-0.004812733894181687,1.3242952419099758,1996
621,-0.004812733894181687,0.8933859611266202,1996
622,-0.017820254283679858,1.1944548965703012,1996
623,-0.004812733894181687,1.4067898765492122,1996
624,-0.048824906538867174,0.853476048127165,1996
625,-0.07948140035630927,1.0625112719932652,1996
626,-0.008929513715598459,1.0946690925269909,1996
627,0.03752178292097844,0.9638791587792073,1996
628,0.025167221327712878,1.0646459536676776,1996
