Unnamed: 0,Equation number in chapter 14,FIRM1,FIRM2,FIRM3,FIRM4,FIRM5,FIRM6,FIRM7,FIRM8,FIRM9,FIRM10,FIRM11,FIRM12,FIRM13,FIRM14,FIRM15,FIRM16,FIRM17,FIRM18,FIRM19,FIRM20,Average over all firms (time-series std dev),Average over all firms (cross-sectional std dev),Equally weighting all firms (average of SARs) - eqn (14.19) and (14.20)
test stat,(14.5),0.03371836802602955,0.011979861078993818,-0.0005142611042100649,0.0013366401273565826,0.00330284428898224,-0.04450165003217234,-0.011769689567106218,-0.0013370276808013306,0.0015329349581007564,0.0034575464583568136,-0.00029363701416488283,-0.011386315540473339,-0.0011862534471797968,-0.014310956782599376,0.02937647017992951,-0.005066816216770274,0.0027380552399124494,0.0027557119608810107,-0.014119661049263134,0.001020397810866487,-0.010225258121329829,-0.010225258121329829,-0.002966689393800592
p-value,,0.9731084605522646,0.9904440719442247,0.999589781590239,0.9989337823845963,0.9973653750696274,0.9645134212042701,0.9906117107988297,0.9989334732392589,0.9987772010816165,0.9972419721577306,0.9997657701280662,0.9909175020344733,0.9990537435051591,0.9885847528364606,0.9765702003311157,0.995958293436166,0.9978158968238402,0.99780181237354,0.9887373311628738,0.9991860439966644,0.9918436060789554,0.9918436060789554,0.9976335195056427
"T+1,T+10",,,,,,,,,,,,,,,,,,,,,,,,
CAR,(14.6),1.5025530904430462,1.54156535945469,3.192622457043649,3.8858090064663644,5.60153589841013,-2.461040949400862,0.659778666377429,-4.458984389500278,6.907035931531411,-0.6332383124137851,3.4846801273904497,-1.0907543753872428,-0.17304433882223014,0.11911075008375122,1.634507400100605,-2.813527694682743,-1.1472251723127689,0.4510094040596436,-4.200340355694924,-2.657801816541273,0.4672125343302532,0.4672125343302532,
s2(CAR),(14.7),17.47083234439158,8.106194688733499,10.247348129102898,26.87677059943293,17.853215195406946,40.85274584886484,17.85421236750728,21.813462918372533,13.028189392580927,18.995987311098315,13.600336102881453,13.567431191977832,16.735718088264566,9.652174314295213,16.038186486016162,29.47522079009301,21.027522240148464,9.15180698310969,26.942335979850107,58.55117110784916,0.6544271085611602,0.4540283266997788,
test stat,(14.8),0.3594785887276673,0.5414438531546237,0.9973367421969557,0.7495367103068837,1.3257111337903624,-0.38504209699014846,0.1561449419764828,-0.9547147756231876,1.9135934845499798,-0.14529017518522022,0.9449048933765369,-0.296127097510702,-0.04229949865588126,0.03833878816467568,0.40814009540452106,-0.5182301319355541,-0.2501811688308912,0.14908438959199374,-0.8092204681006625,-0.34734000076793137,0.5775423624031822,0.693382714556911,0.8575920424227946
p-value,,0.719312987427193,0.5883222904642753,0.3188423501906262,0.4537100672825123,0.18523815581134012,0.7002881055729255,0.8759502894085363,0.3399526798109729,0.055957386055140154,0.8845110500335485,0.34493567745774256,0.7671945049488094,0.9662683889539878,0.9694252171608064,0.6832581962117585,0.6044123518113171,0.8024986342773629,0.8815171027473753,0.41858083614605013,0.728408990804481,0.5637031386427875,0.4882304202778771,0.39132325356121245
"T+1,T+250",,,,,,,,,,,,,,,,,,,,,,,,
CAR,(14.6),31.755185165720977,28.06583298713805,11.20531078770069,54.91517682315637,31.200520692479227,20.325322927666992,14.311112276534221,20.941882060526634,-1.8556883410843836,13.243003851608961,20.91962146463115,51.17984547229732,18.61877194000345,32.237796804058945,21.47903236237596,34.80126015994497,12.935703956083517,29.410935854845132,23.648122529400297,-3.1082382044846923,23.31152557853019,23.31152557853019,
s2(CAR),(14.7),436.7708086097896,184.96862426110073,233.8258527640752,613.2790382234241,407.37791036792214,932.1853825513705,407.4006640222116,497.74356295559147,297.27959432161936,433.45389228051613,310.33494198393134,309.5841117442214,381.8786581958551,220.24506844437258,365.9622552718233,672.5709471193951,479.8098256615695,208.82759570550294,614.7751209947616,1336.0312680063762,14.932836749895563,10.511064639196611,
test stat,(14.8),1.519455015701733,2.063616079946273,0.7327868092378228,2.217498455037134,1.5458348847429948,0.6657118843634167,0.7090265903893795,0.938669881806156,-0.1076273108765391,0.6360848499081263,1.1875133019422641,2.9087717136745397,0.9527705799722368,2.1722622608636,1.122784903615895,1.3419178148462276,0.5905484027024857,2.0352365801218117,0.9537587273406062,-0.08503661869628512,6.032530653328171,7.190305493848318,5.3892781993122885
p-value,,0.12896409375267626,0.03931171858981611,0.4638601940306999,0.026813217822937233,0.12246083866194371,0.5057487981020432,0.4784732381007506,0.3481269202631536,0.9143129209616312,0.5248666699611183,0.23530720318295173,0.0037088093718832963,0.3409365577389909,0.030070230036620134,0.26179835171020144,0.17992725311773394,0.5549564783467705,0.04209035623552321,0.3404362687530509,0.9322492998290678,2.2698652963371627e-09,1.264671713479958e-12,8.823862630322491e-08
